,Third Party,Source,2016 H1,2016 H2,2017 H1,2017 H2,2018 H1,2018 H2,2019 H1,2019 H2,2020 H1,2020 H2,2021 H1,2021 H2,% Of Revenue,Cumulative %
215,PRS,UK Concerts & Stage Shows 2017,,,,,0.57,,23.89,0.63,,,,,0.01%,97.29%
216,PRS,Alliance Spotify Norway Limited Download / On Demand Streaming Service Single,,1.07,1.78,2.86,0.49,2.72,,4.53,2.56,4.57,0.78,3.4,0.01%,97.3%
217,PRS,Macau (MACA) G&B,,,,,2.87,,,,,,21.79,,0.01%,97.32%
218,PRS,Swiss (SUISA) Private Copying,,,1.62,,,,,2.29,,18.52,,2.12,0.01%,97.33%
219,PRS,Finnish (TEOSTO) Online,0.83,2.84,,2.87,2.4,1.39,,4.2,,0.62,4.37,4.64,0.01%,97.35%
220,PRS,Malta One Radio,,,,1.25,,,,,4.1,7.69,,10.64,0.01%,97.36%
221,PRS,MSB2B - Imagesound Plc - Online,,0.03,,0.03,,,,12.68,0.15,0.09,9.15,1.37,0.01%,97.38%
222,PRS,UK Background Music Systems - Mood Media,,23.4,,,,,,,,,,,0.01%,97.39%
223,PRS,Downtown Radio (Census),2.2,8.62,,3.55,3.47,4.6,,,,,,,0.01%,97.4%
224,PRS,Alliance 2017 Download Residuals United Kingdom Permanent Download Service Al,,,,,,,,,,,22.31,,0.01%,97.42%
225,PRS,Alliance Spotify United Kingdom On Demand Subs Dual,,13.15,,3.24,,3.49,,2.15,,0.03,,,0.01%,97.43%
226,PRS,GEOL - Amazon Prime (Monthly),,,,,,,,2.96,2.18,10.33,1.64,4.89,0.01%,97.44%
227,PRS,Irish (IMRO) Films,0.05,3.39,0.48,2.72,0.07,0.82,,1.94,1.87,5.14,3.26,2.08,0.01%,97.46%
228,PRS,Alliance Facebook  Inc Italy Limited Download / On Demand Streaming Service Sing,,,,,,4.49,,2.89,,14.15,,0.08,0.01%,97.47%
229,PRS,Italian (SIAE) Online,0.32,3.44,0.38,2.59,1.99,1.83,,2.1,1.42,,,7.33,0.01%,97.48%
230,PRS,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,,,,2.02,1.04,2.96,1.29,0.61,10.66,1.18,0.38,1.14,0.01%,97.49%
231,PRS,BBC Radio 3,,21.2,,,,,,,,,,,0.01%,97.51%
232,PRS,ITV1 Central East Comms High Peak,,,,,,,,,,,,21.2,0.01%,97.52%
233,PRS,BBC Radio Essex Non Peak,,,,,,,,8.06,1.78,7.41,0.83,3.05,0.01%,97.53%
234,PRS,Irish (IMRO) Online,0.16,1.0,0.55,1.7,0.63,1.56,,2.27,4.59,2.38,1.94,4.35,0.01%,97.55%
235,PRS,Czech Republic (OSA) Contingencies,,,,,,,,,1.02,13.39,6.71,,0.01%,97.56%
236,PRS,Pulse2 1530 & 1278 (Census),0.3,11.25,0.42,3.2,1.95,3.87,,,,,,,0.01%,97.57%
237,PRS,Wave 105 Low Peak Mains,,,,,,,,7.98,1.49,2.8,1.51,7.17,0.01%,97.58%
238,PRS,BBC Radio 4 Non Peak,,,,,,,,16.55,,,,3.75,0.01%,97.6%
239,PRS,Beachbody UK LLC - Online,,,19.78,,,,,,,,,,0.01%,97.61%
240,PRS,BBC2 Network Low Peak,,,,,,,,,,19.48,,0.25,0.01%,97.62%
241,PRS,Swansea Sound 1170 AM (Census),0.35,12.25,1.21,3.03,0.94,1.82,,,,,,,0.01%,97.63%
242,PRS,Taiwanese (MUST) General & Broadcasting,0.07,,7.67,,4.1,,,,2.45,3.73,1.56,,0.01%,97.64%
243,PRS,BBC Radio Ulster,1.76,5.46,4.03,4.02,2.4,1.32,,,,,,,0.01%,97.65%
244,PRS,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,,,,,4.97,3.48,1.8,3.09,1.48,1.86,0.53,1.75,0.01%,97.66%
245,PRS,Channel 4 Non-Primetime,,1.61,4.86,7.59,,4.81,,,,,,,0.01%,97.68%
246,PRS,Czech Republic (OSA) Films,1.06,5.03,0.16,0.24,4.61,3.07,,0.2,,2.52,,1.88,0.01%,97.69%
247,PRS,ITV1 Central West Comms Low Peak,,,,,,,,,,,,18.64,0.01%,97.7%
248,PRS,Brazilian (UBC) General & Broadcasting,0.18,3.16,,,,14.96,,,,0.24,,,0.01%,97.71%
249,PRS,Cruise Ships Live MSC Cruises MA,,,,,,,,18.36,,,,,0.01%,97.72%
250,PRS,Alliance Spotify Denmark Limited Download / On Demand Streaming Service Single,,0.53,1.13,2.0,0.56,2.23,,2.56,1.46,3.51,1.63,2.68,0.01%,97.73%
251,PRS,Magic 105.4 (Greater London) Commercials (Sampled),,,,18.18,,,,,,,,,0.01%,97.74%
252,PRS,BBC Radio 6 Music High Peak,,,,,,,,18.07,,,,,0.01%,97.75%
253,PRS,Alliance Amazon Germany Limited Download / On Demand Streaming Service Single,,,,,,0.2,0.0,0.01,0.0,4.3,1.35,12.15,0.01%,97.76%
254,PRS,BBC Radio Ulster High Peak,,,,,,,,5.28,,2.37,7.24,3.1,0.01%,97.77%
255,PRS,BBC2 Network Non Peak,,,,,,,,10.75,,7.04,,0.09,0.01%,97.79%
256,PRS,Gold (999 AM East Midlands) (Census),3.46,4.2,0.96,4.65,1.29,3.24,,,,,,,0.01%,97.8%
257,PRS,ITV1 Tyne Tees Pontip Comms High Peak,,,,,,,,,,,,17.74,0.01%,97.81%
258,PRS,Argentinian (SADAIC) Online,,,0.11,0.54,0.13,0.09,,1.12,1.76,5.05,4.22,4.64,0.01%,97.82%
259,PRS,Sky One Non Peak,,,,,,,,,1.5,9.63,2.59,3.94,0.01%,97.83%
260,PRS,Alliance Spotify Spain Limited Download / On Demand Streaming Service Single,,1.15,1.5,2.42,0.35,1.59,,2.1,1.35,3.14,1.36,2.59,0.01%,97.84%
261,PRS,Alliance YouTube Sweden Limited Download / On Demand Streaming Service Single,,,0.2,0.26,1.13,3.55,,3.71,,8.22,0.12,0.29,0.01%,97.85%
262,PRS,Gold 1548 - London High Peak Main,,,,,,,,1.89,0.88,8.44,0.84,5.21,0.01%,97.86%
263,PRS,Mexican (SACM) General & Broadcasting,1.22,2.08,,2.33,0.76,2.7,,3.39,,1.73,0.48,2.06,0.01%,97.87%
264,PRS,Drama High Peak,,,,,,,,,,16.59,,,0.01%,97.88%
265,PRS,Alliance YouTube Netherlands Limited Download / On Demand Streaming Service S,,,0.13,0.33,0.23,2.64,,4.41,,7.31,0.34,1.14,0.01%,97.89%
266,PRS,Gold 1548 - London Non Peak Main,,,,,,,,15.95,0.52,,,,0.01%,97.9%
267,PRS,Clyde 2 (Analogy),5.61,3.49,1.2,4.3,0.93,0.87,,,,,,,0.01%,97.91%
268,PRS,BBC World Service,,9.99,,6.36,,,,,,,,,0.01%,97.92%
269,PRS,Israeli (ACUM) Films,,6.84,,,,6.88,,2.59,,,,,0.01%,97.93%
270,PRS,UK Gigs & Clubs Scheme,,,,3.88,101.29,-96.96,,7.99,,,,,0.01%,97.94%
271,PRS,Alliance Online Residuals PDS United Kingdom Permanent Download Service Single,,11.6,,1.38,,1.12,,0.95,,0.82,,,0.01%,97.95%
272,PRS,Alliance Amazon United Kingdom Permanent Download Service Single,,1.25,0.96,3.45,0.01,3.5,0.32,1.66,,1.12,0.67,2.8,0.01%,97.96%
273,PRS,Cruise Ships Live Reconciliation - Bahamas,,,,,,,,,,7.06,,8.62,0.01%,97.97%
274,PRS,BBC Radio Norfolk Non Peak,,,,,,,,5.37,0.62,4.83,1.25,3.53,0.01%,97.97%
275,PRS,Euro Cable Re-trans - BBC FOUR (SPD),4.92,3.86,-1.34,2.62,,0.44,,3.75,0.31,0.53,0.32,0.01,0.01%,97.98%
276,PRS,Alliance Apple Music Ireland Limited Download / On Demand Streaming Service Sing,,1.39,0.77,2.43,0.63,0.89,0.75,1.13,1.43,1.65,0.78,3.53,0.01%,97.99%
277,PRS,Manx Radio (Census),1.96,4.64,1.58,3.53,0.91,2.67,,,,,,,0.01%,98.0%
278,PRS,Radju Malta (PBS),,2.62,,1.44,,2.58,,3.36,,2.23,,2.93,0.01%,98.01%
279,PRS,Russian (RAO) General & Broadcasting,3.22,,,7.1,,2.48,,,,,2.29,,0.01%,98.02%
280,PRS,Alliance YouTube France Limited Download / On Demand Streaming Service Single,,,0.06,0.5,0.33,2.84,,2.95,,6.12,0.28,1.82,0.01%,98.03%
281,PRS,Alliance Amazon Germany Permanent Download Service Album,,,1.06,3.3,0.31,2.54,0.01,2.08,,1.98,0.4,3.22,0.01%,98.04%
282,PRS,Hong Kong (CASH) Online,,4.85,0.07,3.9,,0.23,,0.25,1.39,1.81,1.49,0.9,0.01%,98.05%
283,PRS,BBC1 Network Non Peak,,,,,,8.5,,,,2.37,,3.75,0.01%,98.06%
284,PRS,BBC Radio Foyle,,,3.56,9.79,,1.19,,,,,,,0.01%,98.06%
285,PRS,BBC FOUR Non Peak,,,,,,5.82,,,5.12,0.13,,3.43,0.01%,98.07%
286,PRS,BBC2 Network (SPD),2.62,,1.72,,,,,1.48,0.53,2.54,1.21,4.3,0.01%,98.08%
287,PRS,ARESA ITUNES S.A.R.L United Kingdom Permanent Download Service,,14.28,,,,,,,,,,,0.01%,98.09%
288,PRS,MSB2B - The Yaboo Company Ltd - Online,,,,1.62,,3.91,,4.66,1.26,0.43,0.91,1.3,0.01%,98.1%
289,PRS,Alliance Apple Music Denmark Limited Download / On Demand Streaming Service S,,2.16,0.93,2.27,0.69,1.65,0.66,1.36,1.46,1.12,0.59,1.17,0.01%,98.11%
290,PRS,GEOL - Amazon Prime (Annual),,,,,,1.1,,1.95,2.1,6.35,0.71,1.63,0.01%,98.12%
291,PRS,Alliance YouTube Italy Limited Download / On Demand Streaming Service Single,,,0.18,0.23,0.27,2.97,,2.52,,6.38,0.27,1.01,0.01%,98.12%
292,PRS,Pick TV High Peak,,,,,,,,,3.24,3.24,6.88,0.27,0.01%,98.13%
293,PRS,Portuguese (SPA) General & Broadcasting,,,,,,0.22,,0.16,1.55,8.97,0.02,2.67,0.01%,98.14%
294,PRS,BBC Radio 4 Extra High Peak,,,,,,,,3.27,2.56,,,7.75,0.01%,98.15%
295,PRS,ITV1 Granada Non Peak,,,,,,,,1.89,6.09,5.43,,,0.01%,98.16%
296,PRS,ITV1 Central East Comms Non Peak,,,,,,,,,,,,13.32,0.01%,98.16%
297,PRS,South African (SAMRO) Films,,8.74,,4.56,,,,,,,,,0.01%,98.17%
298,PRS,Alliance Deezer France Limited Download / On Demand Streaming Service Single,,4.44,,,0.02,2.43,0.37,0.71,0.14,2.53,1.41,1.17,0.01%,98.18%
299,PRS,ITV1 Border Comms High Peak,,,,,,,,,,,,12.88,0.01%,98.19%
300,PRS,Alliance Apple Music Switzerland Limited Download / On Demand Streaming Service,,1.59,0.66,2.09,0.38,1.4,0.44,1.64,0.75,1.12,0.68,1.77,0.01%,98.19%
301,PRS,Alliance iTunes Ireland Permanent Download Service Single,,10.83,0.06,0.43,0.09,0.45,0.01,0.16,0.06,0.3,0.04,0.08,0.01%,98.2%
302,PRS,AXN Sci-Fi Russia Non-Primetime,,3.1,9.38,,,,,,,,,,0.01%,98.21%
303,PRS,Spanish (SGAE) Online,1.27,0.14,0.18,0.11,0.21,0.08,,1.46,0.03,0.84,8.05,,0.01%,98.22%
304,PRS,ITV1 Yorkshire Non Peak,,,,,,,,1.73,5.62,5.0,,,0.01%,98.22%
305,PRS,BBC1 Network Low Peak,,,,,,,,,,12.19,,0.16,0.01%,98.23%
306,PRS,Yesterday High Peak,,,,,,,,0.68,0.92,3.68,3.4,3.62,0.01%,98.24%
307,PRS,BBC Three Counties Radio Non Peak,,,,,,,,4.6,0.56,4.17,0.65,2.27,0.01%,98.25%
308,PRS,BBC Radio 1,,12.2,,,,,,,,,,,0.01%,98.25%
309,PRS,Alliance Facebook  Inc Sweden Limited Download / On Demand Streaming Service S,,,,,,3.37,,1.73,,6.51,,0.59,0.01%,98.26%
310,PRS,BBC Radio DORSET,,,,,,12.19,,,,,,,0.01%,98.27%
311,PRS,Sky One High Peak,,,,,,,,,3.86,7.54,0.28,0.48,0.01%,98.28%
312,PRS,Sky Premiere Non-Primetime,,,,,,12.1,,,,,,,0.01%,98.28%
313,PRS,BBC Radio Ulster Non Peak,,,,,,,,5.98,1.35,3.05,,1.64,0.01%,98.29%
314,PRS,Norwegian (NCB) Online,0.83,0.36,3.53,0.4,0.59,0.36,,2.11,,0.15,,3.53,0.01%,98.3%
315,PRS,BBC2 Network Non-Primetime,,11.68,,,,,,,,0.05,,,0.01%,98.3%
316,PRS,ITV1 Yorkshire Emley Comms High Peak,,,,,,,,,,,,11.72,0.01%,98.31%
317,PRS,ITV1 Granada High Peak,,,,,,,,5.76,,5.94,,,0.01%,98.32%
318,PRS,BBC Radio Scotland Non Peak,,,,,,,,3.24,1.83,3.34,,3.04,0.01%,98.32%
319,PRS,Alliance Apple Music Netherlands Limited Download / On Demand Streaming Service,,1.25,0.54,1.32,0.21,1.07,0.46,0.91,0.87,1.01,0.87,2.84,0.01%,98.33%
320,PRS,ARESA NAPSTER S.A.R.L United Kingdom Limited Download / On Demand Streami,,5.75,,3.53,2.07,,,,,,,,0.01%,98.34%
321,PRS,Hungarian (ARTISJUS) General & Broadcasting,0.14,4.41,0.51,2.62,0.29,0.86,,0.84,0.13,0.11,0.1,1.32,0.01%,98.35%
322,PRS,Wave 105 Non Peak Main,,,,,,,,6.53,,2.15,0.8,1.79,0.01%,98.35%
323,PRS,Alliance Apple Music Italy Limited Download / On Demand Streaming Service Single,,2.06,0.76,2.14,0.34,0.87,0.31,0.72,0.53,0.77,0.39,2.05,0.01%,98.36%
324,PRS,Compass 96.4 FM (Census),0.68,2.5,1.24,3.01,0.88,2.62,,,,,,,0.01%,98.36%
325,PRS,ITV1 Yorkshire High Peak,,,,,,,,5.28,,5.47,,,0.01%,98.37%
326,PRS,BBC Entertainment Pan Europe/Middle East (SPD),1.51,,,3.41,,1.1,,0.68,,4.02,,,0.01%,98.38%
327,PRS,German (GEMA) Contingencies,,,,,,,,,,,10.7,,0.01%,98.38%
328,PRS,Norwegian (TONO) - Online,0.82,2.26,1.86,3.6,0.86,1.3,,,,,,,0.01%,98.39%
329,PRS,BBC1 Network (SPD),3.19,,1.03,2.26,,1.25,,1.54,0.08,0.52,0.34,0.48,0.01%,98.4%
330,PRS,Alliance Facebook  Inc France Limited Download / On Demand Streaming Service Si,,,,,,3.69,,2.5,,3.04,,1.43,0.01%,98.4%
331,PRS,Tay AM (1161 & 1584 Dundee & Perth) (Census),4.0,2.45,0.77,2.54,0.4,0.45,,,,,,,0.01%,98.41%
332,PRS,Hungarian (ARTISJUS) Films,,1.37,,,,3.37,,,,3.9,,1.86,0.01%,98.42%
333,PRS,itv Yorkshire Non-Primetime,4.17,,,4.54,,1.78,,,,,,,0.01%,98.42%
334,PRS,Hallam 2 (Census),3.93,1.84,0.96,2.89,0.25,0.55,,,,,,,0.01%,98.43%
335,PRS,Spanish (SGAE) Films,1.38,1.35,0.75,1.6,0.77,0.9,,1.57,,0.46,1.13,0.49,0.01%,98.43%
336,PRS,Alliance Apple Music Sweden Limited Download / On Demand Streaming Service Sin,,1.88,0.77,1.63,0.02,1.14,0.4,2.19,0.64,0.54,0.36,0.74,0.01%,98.44%
337,PRS,Alliance Amazon United Kingdom Pure Webcasting Service Single,,,,,,,,,,,,10.3,0.01%,98.45%
338,PRS,Wave 105 Public Reception,,,,,,,,,,3.15,0.85,6.3,0.01%,98.45%
339,PRS,BBC Radio Scotland Low Peak,,,,,,,,5.99,2.82,1.43,,,0.01%,98.46%
340,PRS,Norwegian (TONO) Online,,,,,,,,1.41,1.64,2.36,0.62,4.13,0.01%,98.47%
341,PRS,Greek (AEPI) Films,1.51,8.58,,,,,,,,,,,0.01%,98.47%
342,PRS,Euro Cable Re-trans - BBC Radio 2 (SPD),,16.94,-6.87,,,,,,,,,,0.01%,98.48%
343,PRS,BBC Radio Merseyside Low Peak,,,,,,,,4.29,1.54,2.08,1.55,0.55,0.01%,98.48%
344,PRS,Magic 1548 (Liverpool) (Census),3.28,1.94,0.48,1.64,1.4,1.22,,,,,,,0.01%,98.49%
345,PRS,BBC Radio London 94.9 Non Peak,,,,,,,,9.95,,,,,0.01%,98.49%
346,PRS,Radio Aire 2 (Census),3.57,1.75,0.74,2.54,0.59,0.71,,,,,,,0.01%,98.5%
347,PRS,BBC FOUR Low Peak,,,,,,,,7.93,1.79,0.1,,,0.01%,98.51%
348,PRS,ITV1 Central Non Peak,,,,,,,,1.29,4.16,4.36,,,0.01%,98.51%
349,PRS,BBC Radio Cambridgeshire Non Peak,,,,,,,,3.3,0.36,3.49,0.54,2.1,0.01%,98.52%
350,PRS,Alliance Apple Music Norway Limited Download / On Demand Streaming Service Sin,,1.15,0.58,1.73,0.27,1.19,0.52,0.77,0.98,0.95,0.49,1.12,0.01%,98.52%
351,PRS,UK Background Music Systems (Imagesound) - Wilkinson Stores,,,,,,,,5.89,3.8,,,,0.01%,98.53%
352,PRS,Euro Cable Re-trans - BBC2 (SPD),0.23,6.44,-2.48,4.2,,1.23,,,,,,0.04,0.01%,98.54%
353,PRS,Alliance Google Germany Limited Download / On Demand Streaming Service Video,,,,,,,,,,9.63,,,0.01%,98.54%
354,PRS,Pick Non-Primetime (Census),,3.52,,3.12,1.47,1.47,,,,,,,0.01%,98.55%
355,PRS,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single,0.02,9.53,,,,,,,,,,,0.01%,98.55%
356,PRS,BBC FOUR (SPD),2.77,,6.77,,,,,,,,,,0.01%,98.56%
357,PRS,BBC Radio Suffolk Non Peak,,,,,,,,3.2,0.18,3.36,0.74,2.04,0.01%,98.56%
358,PRS,Alliance MySpace United Kingdom Limited Download / On Demand Streaming Servic,0.1,0.0,,9.4,,,,,,,,,0.01%,98.57%
359,PRS,Alliance Apple Music Spain Limited Download / On Demand Streaming Service Singl,,1.51,0.51,1.14,0.21,0.81,0.32,0.79,0.95,0.99,0.52,1.74,0.01%,98.58%
360,PRS,BBC Radio Wales High Peak,,,,,,,,3.66,1.07,2.92,0.93,0.9,0.01%,98.58%
361,PRS,Alliance SoundCloud Europe United Kingdom Limited Download / On Demand Stream,,3.4,0.16,,,2.85,,,,,2.91,,0.01%,98.59%
362,PRS,Alliance Spotify Finland Limited Download / On Demand Streaming Service Single,,0.33,0.48,0.81,0.16,0.93,,1.95,0.9,1.54,0.84,1.33,0.01%,98.59%
363,PRS,BBC Radio Jersey (Census),0.8,0.16,0.16,2.95,1.39,3.7,,,,,,,0.01%,98.6%
364,PRS,Alliance Facebook  Inc Netherlands Limited Download / On Demand Streaming Serv,,,,,,3.17,,2.26,,2.39,,1.18,0.01%,98.6%
365,PRS,BBC Radio Foyle Low Peak,,,,,,,,,,6.39,,2.6,0.01%,98.61%
366,PRS,BBC Scotland High Peak,,,,,,,,4.53,,4.41,,,0.01%,98.61%
367,PRS,itv Granada Non-Primetime,4.3,,,2.74,,1.82,,,,,,,0.01%,98.62%
368,PRS,BBC Radio Wales Non Peak,,,,,,,,2.9,1.79,2.42,0.84,0.81,0.01%,98.62%
369,PRS,ITV1 Central High Peak,,,,,,,,3.92,,4.76,,,0.01%,98.63%
370,PRS,BBC Radio Dorset,,,,,,,,,8.65,,,,0.01%,98.63%
371,PRS,Metro Radio 2  (Census),3.48,1.7,0.69,1.77,0.45,0.55,,,,,,,0.01%,98.64%
372,PRS,Turkish (MESAM) Online,,1.09,,,,,,,,7.47,,0.05,0.01%,98.65%
373,PRS,Alliance iTunes Ireland Permanent Download Service Album,,1.47,0.2,1.2,0.38,1.53,0.05,0.31,0.22,1.93,0.65,0.57,0.01%,98.65%
374,PRS,BBC Radio Dorset  Low Peak,,,,,,,,1.96,2.71,1.83,0.81,1.19,0.01%,98.66%
375,PRS,ITV1 Tyne Tees Pontip Comms Low Peak,,,,,,,,,,,,8.47,0.01%,98.66%
376,PRS,Capital Gold 1458,,,0.96,7.48,,,,,,,,,0.01%,98.67%
377,PRS,BBC Radio London 94.9 Low Peak,,,,,,,,7.46,,,0.95,,0.01%,98.67%
378,PRS,Alliance Spotify Belgium Limited Download / On Demand Streaming Service Single,,0.24,0.45,0.79,0.12,0.75,,0.93,0.62,1.93,0.91,1.66,0.01%,98.68%
379,PRS,ARESA GOOGLE IRELAND LTD United Kingdom Permanent Download Service,,8.38,,,,,,,,,,,0.01%,98.68%
380,PRS,MSB2B - Subtv Limited - Online,,,,,,,,,,,,8.26,0.0%,98.69%
381,PRS,itv Central Non-Primetime,3.54,,,3.46,,1.21,,,,,,,0.0%,98.69%
382,PRS,NorthSound 2 1035 FM (Analogy),2.41,1.32,0.36,3.49,0.33,0.3,,,,,,,0.0%,98.7%
383,PRS,BBC Radio Northampton Non Peak,,,,,,,,2.87,0.33,2.81,0.24,1.93,0.0%,98.7%
384,PRS,ARESA SPOTIFY LIMITED Sweden Limited Download / On Demand Streaming Serv,,8.14,,,0.03,,,,,,,,0.0%,98.7%
385,PRS,Alliance Apple Music France Limited Download / On Demand Streaming Service Sing,,0.93,0.46,1.79,0.12,1.06,0.25,1.38,0.48,0.49,0.36,0.85,0.0%,98.71%
386,PRS,Alliance YouTube United Kingdom Limited Download / On Demand Streaming Service  Sing,,,,,,,,,,,,8.1,0.0%,98.71%
387,PRS,Overseas Local Radio (Analogy) (SPD),,8.06,,,,,,,,,,,0.0%,98.72%
388,PRS,Pirate 102.2 & 102.8 FM (Census),3.27,4.78,,,,,,,,,,,0.0%,98.72%
389,PRS,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Servi,,,,,2.42,1.49,0.71,1.4,0.74,0.7,0.13,0.44,0.0%,98.73%
390,PRS,Alliance Deezer France On Demand Subs Dual Single,,8.02,,,,,,,,,,,0.0%,98.73%
391,PRS,West Sound 1035 AM (Census),3.05,0.97,0.67,2.08,0.52,0.63,,,,,,,0.0%,98.74%
392,PRS,Swiss (SUISA) Films,,0.26,2.82,0.07,,3.62,,,,0.93,,0.18,0.0%,98.74%
393,PRS,Alliance YouTube Switzerland Limited Download / On Demand Streaming Service Si,,,0.03,0.09,0.77,2.21,,0.76,,3.81,0.04,0.1,0.0%,98.75%
394,PRS,Alliance YouTube Norway Limited Download / On Demand Streaming Service Single,,,0.12,0.18,0.19,0.97,,1.78,,4.48,,,0.0%,98.75%
395,PRS,Cruise Ships Live Fred Olsen BA,,,,,,,,,,7.71,,,0.0%,98.76%
396,PRS,Belgian (SABAM) Online,,,,1.97,0.78,0.22,,0.45,0.71,2.51,0.04,0.99,0.0%,98.76%
397,PRS,Forth 2 - 1548 AM (Census),2.35,1.48,0.74,2.19,0.4,0.5,,,,,,,0.0%,98.77%
398,PRS,Planet Rock Digital (Census),1.14,,0.86,0.97,,4.64,,,,,,,0.0%,98.77%
399,PRS,The Breeze Reading High Peak,,,,,,,,,,,,7.53,0.0%,98.78%
400,PRS,BBC Radio Solent Low Peak,,,,,,,,1.98,1.63,1.9,0.82,1.19,0.0%,98.78%
401,PRS,Alliance Spotify Italy Limited Download / On Demand Streaming Service Single,,0.5,0.5,0.75,0.16,0.62,,0.72,0.51,1.37,0.65,1.74,0.0%,98.78%
402,PRS,UKRD Audit,,,,,,7.41,,,,,,,0.0%,98.79%
403,PRS,BBC Radio Lincolnshire Low Peak,,,,,,,,3.85,1.02,1.76,0.26,0.48,0.0%,98.79%
404,PRS,Switzerland (SUISA) Online,,,,,,0.03,,0.58,2.33,2.66,,1.76,0.0%,98.8%
405,PRS,BBC Radio 4 (SPD),,,,3.02,,,,0.86,,3.18,,0.3,0.0%,98.8%
406,PRS,Channel 4 High Peak,,,,,,,,,7.32,,,,0.0%,98.81%
407,PRS,Alliance YouTube Spain Limited Download / On Demand Streaming Service Single,,,0.18,0.28,0.1,1.85,,1.82,,2.55,0.07,0.46,0.0%,98.81%
408,PRS,itv London LWT Primetime,,2.25,,2.57,,2.44,,,,,,,0.0%,98.81%
409,PRS,TV3 Puls Denmark (SPD),,,,,,2.26,,3.09,0.6,0.81,0.37,,0.0%,98.82%
410,PRS,GEOL - Amazon (Rental),,,,,,0.69,,,3.31,0.61,0.09,2.41,0.0%,98.82%
411,PRS,itv London Carlton Non-Primetime,3.23,,,2.58,,1.29,,,,,,,0.0%,98.83%
412,PRS,UK Concerts & Stage Shows (Pre 2015),,3.7,1.61,1.77,,,,,,,,,0.0%,98.83%
413,PRS,U105 Non Peak Main,,,,,,,,6.91,,,0.17,,0.0%,98.84%
414,PRS,BBC Radio Guernsey (Census),0.36,0.98,0.35,2.22,0.79,2.37,,,,,,,0.0%,98.84%
415,PRS,HORROR High Peak,,,,,,,,,,,,7.06,0.0%,98.84%
416,PRS,HORROR Low Peak,,,,,,,,,,,,7.05,0.0%,98.85%
417,PRS,Viking 2 (Census),2.97,1.42,0.44,1.39,0.36,0.44,,,,,,,0.0%,98.85%
418,PRS,Key 2,2.98,1.44,0.44,1.39,0.32,0.38,,,,,,,0.0%,98.86%
419,PRS,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service S ingl,,,,,,,,,,,,6.93,0.0%,98.86%
420,PRS,Playboy TV (SPD),,,,3.1,,2.71,,1.12,,,,,0.0%,98.87%
421,PRS,BBC Radio Sheffield Low Peak,,,,,,,,1.48,1.65,1.97,0.33,1.5,0.0%,98.87%
422,PRS,13th Street Poland (SPD),,1.18,,,,,,,,5.75,,,0.0%,98.87%
423,PRS,Yesterday Primetime (Census),0.71,1.66,,2.73,,0.8,,,,,1.01,,0.0%,98.88%
424,PRS,Polish (ZAIKS) Contingencies,,,,,,,,,0.87,4.71,1.33,,0.0%,98.88%
425,PRS,Gold Non Peak,,,,,,,,0.5,0.72,2.02,0.94,2.72,0.0%,98.89%
426,PRS,Alliance Facebook  Inc United Kingdom Limited Download / On Demand Streaming Se rvice,,,,,,,,,,,,6.88,0.0%,98.89%
427,PRS,itv Yorkshire Primetime,,2.91,,0.6,,3.37,,,,,,,0.0%,98.89%
428,PRS,Malaysian (MACP) Online,0.14,,2.11,,3.45,0.04,,0.05,0.38,0.03,0.58,0.04,0.0%,98.9%
429,PRS,Polish (ZAIKS) Films,,3.44,0.35,,1.01,0.14,,0.16,0.35,,1.33,,0.0%,98.9%
430,PRS,BBC 2 Public Reception,,,,,,,,,,6.78,,,0.0%,98.91%
431,PRS,BBC Radio 5 Live Non Peak,,,,,,,,6.7,,,,,0.0%,98.91%
432,PRS,Thailand (MCT) General & Broadcasting,,,0.35,4.7,,0.51,,,,1.13,,,0.0%,98.91%
433,PRS,BBC Radio London 94.9 High Peak,,,,,,,,4.77,,0.67,,1.25,0.0%,98.92%
434,PRS,Alliance Amazon Prime United Kingdom Pure Webcasting Service Single,,0.01,,1.31,0.53,0.94,0.27,0.39,0.16,0.34,2.7,0.03,0.0%,98.92%
435,PRS,Alliance Spotify Switzerland Limited Download / On Demand Streaming Service Sing,,0.21,0.35,0.58,0.07,0.45,,0.75,0.57,1.52,0.64,1.53,0.0%,98.93%
436,PRS,13th Street Poland (NSPD),,3.39,,,,,,,,2.42,0.2,0.59,0.0%,98.93%
437,PRS,BBC Radio Merseyside High Peak,,,,,,,,5.42,1.17,,,,0.0%,98.93%
438,PRS,BBC 6 Music Public Reception,,,,,,,,,,0.66,0.29,5.64,0.0%,98.94%
439,PRS,Alliance Spotify France Limited Download / On Demand Streaming Service Single,,0.4,0.42,0.75,0.14,0.64,,0.7,0.38,1.24,0.59,1.32,0.0%,98.94%
440,PRS,BBC Radio 4 High Peak,,,,,,,,4.13,,,2.45,,0.0%,98.95%
441,PRS,ITV1 Meridian Non Peak,,,,,,,,0.85,2.74,2.89,,,0.0%,98.95%
442,PRS,Euro Cable Re-trans - BBC1 (SPD),0.61,5.81,,,,,,,,,,0.04,0.0%,98.95%
